Field_1|Field_2|Field3|Topic|Family|pk|DOC|Author|Availability|AvailableDate|Binding|Cover|CrossReference|Description|ExtraDescription|Format|ISBN|ISSN|KeyPhrases|ListID|Note|Price|PriceNonUS|Publisher|QuantityPrice|StandingOrderCode|StatusDate|StockNumber|Subject Bibliography|SuDocsClass|Title|Unit|UnitNonUS|Weight|YearPages|Hyperlink
||||||govtprintingoffice||0. out of print GPO|09-23-96|specialty item|||Contains national income and product statistics, including the Gross National Product, the GNP implicit price deflator and corporate profits and articles about trends in industry, the business situation, and outlook. Item 228.||multimedia|0-16-060849-X||Business, Compact Disc Read Only Memory (CD-ROM), Electronic Products||System requirements: IBM 386; 4M RAM; 6M free hard disk space; Windows 3.1; CD-ROM drive. NB1256|24.00||Commerce Dept., Economics and Statistics Administration, Bureau of Economic Analysis|discount||11/6/2002|003-000-00683-2|900||Survey of Current Business, V. 75, 1995: Plus Selected Articles From 1987-94 (CD-ROM)|each||0.37|1996: CD-ROM and paper insert in plastic|
||||||govtprintingoffice||0. out of print GPO|07-29-98|perfect binding|paper||DHHS Publication PHS 98-1232. 22nd edition. Presents national trends in health statistics. Includes a separate folder (measuring 7 x 4 In.) of selected highlights and tables. Focuses on socioeconomic status and health. Consists of 49 figures and accompany|||0-16-049631-4||HHS Publication PHS 98 1232, Medical Statistics, Health Care, Public Health Surveys, Medical Care, Chartbooks, Fertility, Mortality, Natality||Incorrectly advertized with the stock number 017-022-01425-4. S/N 017-022-01422-0 is the valid number. NB1267|46.00||Health and Human Services Dept., Centers for Disease Control and Prevention, National Center for Health Statistics|discount||9/12/2003|017-022-01422-0|119EO 121AB 273GU|HE 20.7042/6:998|Health, United States, 1998 With Socioeconomic Status and Health Chartbook|each||3.43|1998: 72 p.; ill. and folder.|
||||||govtprintingoffice|Delaney, Helen|0. out of print GPO|06-20-00|paper cover / stitch|paper||NIST Special Publication 951. Helen Delaney and Rene van de Zande, Co-Editors. Provides an introductory reference for industry and government officials on the general principles and concepts behind the European Union's 'New Approach' laws and directives.|||0-16-059251-8||NIST Special Publication 951, European Union, Standards, Government Regulation||NB1279|5.00||Commerce Dept., Technology Administration, National Institute of Standards and Technology, Office of Standards Services, Global Standards Program|discount||8/1/2001|003-003-03647-1|051HR 290DS||Guide to EU Standards and Conformity Assessment|each||0.31|2000: 40 p.; ill.|
||||||govtprintingoffice|Kacker, Raghu|0. out of print GPO|07-13-00|paper cover / stitch|paper||NIST Special Publication 500-244. Presents a clear and coherent interpretation of the Guide to the Expression of Uncertainty in Measurement (GUM). Proposes a simple and widely applicable approach to construct expanded uncertainty intervals. a|||0-16-059269-0||NIST Special Publication 500 244, Computers, Uncertainty, Weights and Measures||NB1278|3.00||Commerce Dept., Technology Administration, National Institute of Standards and Technology, Information Technology Laboratory|discount||8/19/2002|003-003-03648-0|900||Information Technology: An Interpretation of the Guide to the Expression of Uncertainty in Measurement|each||0.18|2000: 18 p.|
||||||govtprintingoffice|Sidell, Frederick R.|0. out of print GPO|04-07-00|casebound|cloth||Textbooks of Military Medicine, Pt. 1, Warfare, Weaponry, and the Casualty. Textbook of Military Medicine, Pt. 1, Warfare, Weaponry, and the Casualty: Medical Aspects of Chemical and Biological Warfare. Specialty editors: Frederick R. Sidell, et al. Focus|||0-16-059133-3||Warfare, Weaponry, and the Casualty, Medical Aspects of Chemical and Biological Warfare, Chemical Warfare, Biological Warfare, Chemical Weapons, Medicine, Military Hospitals, Military Medicine, TMM||Series is also cited as the Textbook of Military Medine series. NB1277|70.00||Defense Dept., Army, Office of the Surgeon General, Borden Institute|discount||10/20/2003|008-023-00113-8|119TN||Textbooks of Military Medicine, Pt. 1, Warfare, Weaponry, and the Casualty: Medical Aspects of Chemical and Biological Warfare|each||6.00|1997: 721 p.; ill.|
||||||govtprintingoffice|McCowan, C. N.|0. out of print GPO|04-07-00|paper cover / stitch|paper||NIST Special Publication 260-141. Standard Reference Materials. By C.N. McCowan, et al. Documents the procedures used to measure blocks of stainless steel that served as secondary ferrite reference materials. Includes the results of that measurement. m|||0-16-059125-2||NIST Special Publication 260 141, Standard Reference Materials, Steel, Weights and Measures||NB1277|8.00||Commerce Dept., Technology Administration, National Institute of Standards and Technology, Materials Science and Engineering Laboratory, Materials Reliability Division|discount||3/21/2001|003-003-03638-2|900||Secondary Ferrite Number Reference Materials Gage Calibration and Assignment of Values|each||0.56|2000: 88 p.; ill.|
||||||govtprintingoffice||0. see special note|09-17-93|specialty item|||Immigration and Naturalization Service Form I-538 (Rev. 10/29/91)N. Includes form and instructions. OMB Approval No. 1115-0060. Intended as supporting documentation for Form I-765, Application of Employment Authorization. Also known as: Application by Non||sheet(s)|0-16-061735-9||INS Form I 538, Form I 538, Aliens, Application by Non Immigrant Student, Non Immigrant Student||No Longer a GPO Sales Item. Direct All Inquiries to the: Bureau of Citizenship and Immigration Services Forms Request Line, 1-800-870-3676. Restricted|21.00||Justice Dept., Immigration and Naturalization Service|discount||10-19-95|027-002-00435-3|900|J 21.19:I-538(REV.10/29/91)N|Certification by Designated School Official, Form I-538|package||1.06|1993: 2 p.|
cstudy||||||govtprintingoffice|Gawdiak, Ihor|Available at Claitors|06-23-89|casebound|cloth||DA Pam 550-158. Area Handbook Series. 3d edition. Edited by Ihor Gawdiak. Prepared by Library of Congress, Federal Research Division. Research completed Aug. 1987. Describes and analyzes the economic, social, political, and national security systems of th|||0-16-001714-9||Army Department Pamphlet 550 158, Czechoslovakia, Area Handbook Series, Country Study||Supersedes: Area Handbook for Czechoslovakia, D 101.22:550-158, S/N 008-020-00408-1 and D 101. 22:550-158/2, S/N 008-022-00911-3. BIP. NB1213 GB1108 G|38.00||Defense Dept., Army|discount|ZCS|1/9/2004|008-020-01166-5|900|D 101.22:550-158/989|Czechoslovakia: A Country Study|each||1.93|1989: 451 p.; ill.|
||||||govtprintingoffice||0. superseded|04-12-00|self cover / stitch|paper|021-216-00103-4|SB-216. Subject Bibliography 216. April 3, 2000. Issued with perforations. This bibliography lists publications relating to this subject which are for sale by the Superintendent of Documents. When ordering, use the SB Number a nd the Stock Number. Item 55|||||||Supersedes GP 3.22/2:216/998, S/N 021-216-00810- 1. Superseded by GP 3.22/2:216/2001, S/N 021-216- 00103-4.|0.00||Government Printing Office, Superintendent of Documents|discount||4/6/2001|021-216-00004-6|925||Construction Industry|each||2.00|2000: 6 p.|
||||||govtprintingoffice|Carroll, Kathleen M.|0. out of print GPO|03-31-98|perfect binding|paper||DHHS Publication NIH 98-4308. National Institute on Drug Abuse Therapy Manuals for Drug Addiction, Manual 1, A Cognitive Behavioral Approach: Treating Cocaine Addiction. Also know as being part of the Treating Cocaine Dependence series. Describes Cognitiv|||0-16-061521-6||HHS Publication NIH 98 4308, National Institute on Drug Abuse Therapy Manuals for Drug Addiction, Cocaine Addiction, Manual on a Cognitive Behvioral Approach, Drug Abuse, Treatment and Rehabilitation of Narcotic Addicts, Narcotic Addiction, Cognitive Beha||NB1265|12.00||Health and Human Services Dept., National Institutes of Health, National Institute on Drug Abuse|discount||4/27/2000|017-024-01615-2|163CC|HE 20.3958/2:1|Cognitive-Behavioral Approach: Treating Cocaine Addiction|each||0.93|1998: 140 p.|
||||||govtprintingoffice||0. out of print GPO|05-28-97|perfect binding|paper||Minerals Yearbook, Area Reports: International 1995, Mineral Industries of Latin America and Canada, V. 3. On cover: 1995 International Review. Presents data on 1995 mining and related activity in the countries and territories of Canada, Central and South|||0-16-049043-X||Minerals, Mineral Industries, Mines and Mineral Resources||NB1260|20.00||Interior Dept., Geological Survey|discount|ZMY3|11/22/2000|024-004-02445-3|900|I 19.165:995/V.3/LATIN|Minerals Yearbook, 1995, V. 3, Mineral Industries of Latin America and Canada|each||1.18|1997: 188 p.; ill.|
||||||govtprintingoffice||0. superseded||perfect binding|paper|008-021-00164-0|This publication is ONLY in the custody of the GPO Exclusive Consigned Sales Agent, the UNITED STATES ARMY CORPS OF ENGINEERS, INSTITUTE FOR WATER RESOURCES, NAVIGATION DATA CENTER, (CEWRC-IRW-N), 7701 TELEGRAPH ROAD, CASEY BUILDING, ALEXANDRIA, VA 22315-|||0-16-061238-1||Harbors, Texas, Texas, Corpus Christi||EXCLUSIVE CONSIGNED SALES AGENT PUBLICATION. If the order is received at GPO, GPO will accept appropriate payment, certify money and route order to th|14.00||Defense Dept., Army, Corps of Engineers|discount||4/22/2003|008-021-00115-1|900||Port Series No. 25: The Port of Corpus Christi, Texas|each||1.00||
||||||govtprintingoffice||0. out of print GPO|02-28-01|perfect binding|paper||NIMA Pub 132. 9th Edition. Corrected to 22 July 2000, including Notice to Mariners No. 30 of 2000. Covers the harbors, coasts, and waters of the Eastern Mediterranean Sea. Provides information that cannot be shown graphically on nautical charts and is not|||0-16-061505-4||National Imagery and Mapping Agency Publication 132, NSN 7642014009017, NSN 7644014665862, Compact Disc Read Only Memory (CD-ROM), Electronic Products, Eastern Mediterranean Sea, Mediterranean Sea, Maps, Ships, Sailing||System requirements, PC: 486 Processor; 16M RAM, 24M RAM for NT; 10M free disk space; Windows 95, 98, or NT 4.0. For Macintosh: Power Macintosh; Syste|26.00||Defense Dept., National Imagery and Mapping Agency|discount||9/4/2003|008-000-00768-3|900|D 5.317/3:132/2000|Sailing Directions (Enroute): Eastern Mediterranean, 2000|each||1.62|2000: 256 p.; ill. and CD-ROM in pocket.|
||||||govtprintingoffice||0. out of print GPO|12-10-98|casebound|cloth||Also known as Annual Index of Patents, 1996. Cover title reads: Index of Patents, Issued From the United States Patent and Trademark Office, Pt. 2, Index to Subjects of Inventions, 1996. Indexes the subject of invention of each patent issued during 1996.|||0-16-049328-5||Inventions, Patents||NB1268|83.00||Commerce Dept., Patent and Trademark Office|discount||9/3/2003|003-004-00685-4|900|C 21.5/2:996/PT.2|Index of Patents, 1996, Issued From the United States Patent and Trademark Office, Pt. 2, Index to Subjects of Inventions|each||2.87|1998: 764 p.|
||||||govtprintingoffice||0. out of print GPO|06-02-98|casebound|cloth||Cover title reads: Index of Trademarks Registered with the United States Patent and Trademark Office, 1997. Running title: Official Gazette, United States Patent and Trademark Office. Also known as Annual Index of Trademarks. Item 256-C.|||0-16-060892-9||Trademarks||DSL 98-0032-S 06/04/98. NB1266|102.00||Commerce Dept., Patent and Trademark Office|discount||11/21/2003|003-004-00686-2|900|C 21.5/3:997|Index of Trademarks Issued From the United States Patent and Trademark Office, 1997|each||6.56|1998: 1966 p.|
||||||govtprintingoffice||0. out of print GPO|08-07-92|perfect binding|paper||27th edition. A supplement to the 'Survey of Current Business.' Presents historical data and methodological notes for the approximately 2,100 statistical series that appear in the 'Survey of Current Business.' Appendices provide: monthly data from 1963-87|||0-16-019795-3||Economic Statistics, Industrial Statistics||NB1231|36.00||Commerce Dept., Bureau of Economic Analysis, Economics and Statistics Administration|discount||10/23/2003|003-010-00229-8|900||Business Statistics, 1963-91|each||1.81|1992: 343 p.|
||||||govtprintingoffice||0. out of print GPO|07-07-99|paper cover / stitch|paper||Outlines the means by which the United States will address the World Food Summit's goal of reducing the number of undernourished people by half by 2015. Identifies strategies and actions which will result in this goal being reached. w|||0-16-050032-X||Action Plan on Food Security, Solutions to Hunger, Hunger, Food Supply, Malnutrition, Nutrition, Poverty, Food||NB1273|10.00||Agriculture Dept., Foreign Agricultural Service|discount||11/20/2001|001-000-04670-5|900|A 67.2:F 73/12|United States Action Plan on Food Security: Solutions to Hunger|each||0.81|1999: 84 p.; ill.|
||||||govtprintingoffice||0. new req / not priced||perfect binding|paper||EST. DELIVERY DATE 04/21/00.||||||||0.00||Agriculture Dept.|discount||06-18-99|001-000-04671-3|162 209||Insects and Other Arthropods That Feed in Aquatic and Wetland Plants|each||2.00|196 p.|
||||||govtprintingoffice||0. new req / not priced||paper cover / stitch|paper||Est. Delivery Date 05/30/03.|||||NIST Handbook 150 2E|||0.00||Commerce Dept., Technology Administration, National Institute of Standards and Technology|discount||09-19-01|003-003-03709-5|290||NVLAP Calibration Laboratories Technical Guide for Optical Radiation Measurements|each||2.00||
||||||govtprintingoffice||0. out of print GPO|08-26-98|self cover / stitch|paper||Training Guides for the Head Start Learning Community. Issued in looseleaf form. Focuses on creating community partnerships to support the growth and development of children and families to make their lives better.||looseleaf|0-16-042751-7||Training Guides for the Head Start Learning Community, Head Start, Community Partnerships, Children, Families||NB1268|11.00||Health and Human Services Dept., Administration for Children and Families, Administration on Children, Youth, and Families, Head Start Bureau|discount||9/10/2003|017-092-00127-4|900|HE 23.1108:L 47/18|Community Partnerships: Working Together|each||0.93|1998: 128 p.; ill.|
